IdMovimiento,IdProducto,FechaMovimiento,TipoMovimiento,Cantidad,Observacion
1570,213,2024-07-28,Salida,5,Traslado a otra sucursal
1571,334,2025-07-01,Entrada,165,Traslado entre sucursales
1572,733,2024-08-19,Salida,3,Muestra comercial
1573,458,2025-01-12,Salida,9,Venta
1574,745,2024-01-31,Salida,9,Venta
1575,202,2024-05-07,Ajuste,18,Diferencia en auditoría
1576,442,2024-09-24,Entrada,152,Reposición de stock
1577,454,2024-01-03,Entrada,163,Compra proveedor
1578,279,2024-01-09,Entrada,87,Compra proveedor
1579,406,2025-10-21,Entrada,33,Devolución de cliente
1580,3,2025-10-08,Entrada,145,Reposición de stock
1581,730,2024-09-20,Entrada,197,Compra proveedor
1582,728,2025-02-12,Ajuste,2,Producto vencido/obsoleto
1583,306,2025-04-29,Salida,2,Muestra comercial
1584,254,2025-02-27,Salida,4,Traslado a otra sucursal
1585,171,2024-09-12,Entrada,87,Reposición de stock
1586,428,2025-07-18,Entrada,127,Compra proveedor
1587,351,2024-11-21,Salida,1,Muestra comercial
1588,494,2025-11-25,Ajuste,16,Diferencia en auditoría
1589,613,2024-01-22,Ajuste,19,Producto vencido/obsoleto
1590,340,2024-10-15,Entrada,184,Traslado entre sucursales
1591,480,2024-05-10,Salida,3,Venta
1592,527,2024-03-18,Salida,6,Muestra comercial
1593,353,2024-10-05,Entrada,28,Reposición de stock
1594,89,2024-05-31,Entrada,145,Compra proveedor
1595,580,2025-01-24,Entrada,10,Devolución de cliente
1596,557,2024-11-24,Ajuste,18,Conteo físico
1597,350,2025-12-08,Salida,1,Venta
1598,152,2025-06-26,Salida,5,Traslado a otra sucursal
1599,168,2025-02-08,Salida,4,Traslado a otra sucursal
1600,547,2024-08-04,Entrada,56,Devolución de cliente
1601,244,2025-07-11,Entrada,63,Devolución de cliente
1602,231,2025-03-03,Entrada,123,Devolución de cliente
1603,246,2025-05-05,Entrada,117,Devolución de cliente
1604,174,2024-12-22,Entrada,33,Reposición de stock
1605,5,2024-08-05,Salida,1,Producto dañado
1606,492,2024-07-23,Salida,10,Producto dañado
1607,412,2025-07-10,Entrada,92,Compra proveedor
1608,356,2024-06-09,Entrada,143,Devolución de cliente
1609,424,2024-12-04,Entrada,167,Devolución de cliente
1610,205,2024-04-03,Salida,8,Producto dañado
1611,459,2024-11-24,Entrada,20,Devolución de cliente
1612,710,2025-01-05,Entrada,84,Traslado entre sucursales
1613,86,2024-07-22,Entrada,74,Reposición de stock
1614,240,2024-02-13,Salida,4,Traslado a otra sucursal
1615,232,2024-06-23,Salida,4,Venta
1616,613,2025-04-21,Entrada,32,Reposición de stock
1617,671,2025-12-24,Entrada,186,Compra proveedor
1618,396,2024-01-23,Entrada,147,Devolución de cliente
1619,244,2025-11-21,Ajuste,9,Corrección de inventario
1620,614,2024-10-05,Entrada,199,Traslado entre sucursales
1621,494,2025-03-26,Salida,8,Producto dañado
1622,774,2024-08-25,Salida,9,Traslado a otra sucursal
1623,628,2025-04-15,Salida,4,Traslado a otra sucursal
1624,230,2025-08-07,Entrada,105,Traslado entre sucursales
1625,454,2025-12-06,Entrada,134,Reposición de stock
1626,517,2025-06-16,Salida,7,Producto dañado
1627,377,2025-12-26,Salida,9,Traslado a otra sucursal
1628,398,2025-04-23,Entrada,62,Traslado entre sucursales
1629,728,2025-07-09,Entrada,37,Devolución de cliente
1630,606,2024-09-22,Salida,6,Traslado a otra sucursal
1631,82,2025-01-22,Salida,10,Venta
1632,441,2025-03-30,Entrada,98,Traslado entre sucursales
1633,238,2025-11-27,Entrada,192,Devolución de cliente
1634,303,2024-10-13,Ajuste,1,Diferencia en auditoría
1635,578,2024-06-06,Salida,5,Venta
1636,149,2024-07-12,Entrada,193,Reposición de stock
1637,606,2025-08-05,Entrada,106,Devolución de cliente
1638,287,2024-02-07,Salida,9,Traslado a otra sucursal
1639,684,2024-10-09,Salida,10,Muestra comercial
1640,330,2024-11-02,Entrada,95,Compra proveedor
1641,264,2025-10-31,Entrada,172,Devolución de cliente
1642,50,2025-12-19,Entrada,16,Devolución de cliente
1643,433,2025-08-28,Salida,5,Producto dañado
1644,699,2025-02-15,Ajuste,15,Diferencia en auditoría
1645,580,2025-12-03,Salida,9,Traslado a otra sucursal
1646,640,2024-09-13,Entrada,40,Devolución de cliente
1647,121,2025-07-09,Entrada,88,Traslado entre sucursales
1648,25,2024-11-12,Salida,3,Venta
1649,776,2025-09-14,Entrada,26,Compra proveedor
1650,313,2024-03-05,Salida,6,Traslado a otra sucursal
1651,458,2025-08-19,Salida,6,Traslado a otra sucursal
1652,348,2024-10-20,Entrada,126,Compra proveedor
1653,616,2025-07-23,Entrada,123,Devolución de cliente
1654,158,2024-06-27,Entrada,62,Compra proveedor
1655,569,2024-09-11,Salida,1,Producto dañado
1656,720,2024-07-25,Entrada,30,Devolución de cliente
1657,490,2024-03-11,Salida,10,Muestra comercial
1658,176,2025-12-28,Entrada,48,Traslado entre sucursales
1659,94,2024-06-19,Salida,9,Producto dañado
1660,596,2024-01-04,Entrada,28,Reposición de stock
1661,566,2024-05-15,Entrada,94,Reposición de stock
1662,666,2025-11-15,Salida,9,Traslado a otra sucursal
1663,780,2025-12-02,Entrada,32,Compra proveedor
1664,353,2025-12-24,Entrada,177,Traslado entre sucursales
1665,609,2024-06-20,Salida,2,Traslado a otra sucursal
1666,327,2025-06-02,Entrada,175,Compra proveedor
1667,591,2025-03-14,Entrada,89,Devolución de cliente
1668,103,2025-08-25,Salida,8,Producto dañado
1669,572,2024-07-20,Salida,6,Traslado a otra sucursal
1670,182,2025-05-28,Ajuste,20,Corrección de inventario
1671,519,2024-04-13,Entrada,43,Compra proveedor
1672,125,2024-09-03,Entrada,116,Reposición de stock
1673,674,2024-07-18,Ajuste,14,Corrección de inventario
1674,593,2024-09-15,Entrada,108,Traslado entre sucursales
1675,254,2024-01-06,Entrada,198,Traslado entre sucursales
1676,703,2025-12-03,Entrada,10,Reposición de stock
1677,761,2024-07-12,Salida,9,Muestra comercial
1678,391,2025-07-01,Entrada,114,Traslado entre sucursales
1679,428,2024-02-12,Entrada,113,Traslado entre sucursales
1680,467,2025-01-16,Entrada,44,Reposición de stock
1681,494,2025-07-30,Entrada,127,Reposición de stock
1682,15,2024-08-04,Entrada,137,Reposición de stock
1683,671,2024-11-06,Entrada,92,Compra proveedor
1684,357,2024-04-16,Entrada,42,Devolución de cliente
1685,199,2025-06-28,Entrada,30,Compra proveedor
1686,510,2025-01-12,Salida,7,Traslado a otra sucursal
1687,679,2024-08-17,Salida,8,Producto dañado
1688,499,2024-02-19,Salida,4,Producto dañado
1689,694,2025-07-09,Salida,9,Traslado a otra sucursal
1690,508,2024-02-18,Entrada,19,Compra proveedor
1691,600,2024-08-12,Salida,10,Venta
1692,519,2024-10-15,Entrada,128,Compra proveedor
1693,253,2025-08-26,Salida,7,Producto dañado
1694,529,2024-01-20,Salida,4,Muestra comercial
1695,48,2024-09-09,Entrada,159,Reposición de stock
1696,585,2024-09-08,Salida,10,Muestra comercial
1697,324,2025-02-23,Entrada,185,Reposición de stock
1698,162,2025-10-15,Salida,7,Venta
1699,255,2025-10-26,Salida,6,Muestra comercial
1700,368,2024-04-29,Entrada,35,Reposición de stock
1701,651,2024-05-08,Salida,3,Producto dañado
1702,588,2025-02-20,Salida,5,Traslado a otra sucursal
1703,414,2024-11-29,Entrada,32,Devolución de cliente
1704,230,2025-05-22,Salida,6,Traslado a otra sucursal
1705,81,2024-07-30,Ajuste,11,Producto vencido/obsoleto
1706,212,2024-12-04,Entrada,103,Reposición de stock
1707,406,2025-04-15,Entrada,97,Traslado entre sucursales
1708,213,2025-04-29,Entrada,111,Traslado entre sucursales
1709,291,2024-02-05,Salida,4,Muestra comercial
1710,799,2025-12-30,Salida,4,Traslado a otra sucursal
1711,189,2025-09-06,Salida,3,Producto dañado
1712,562,2025-02-23,Salida,5,Venta
1713,268,2025-06-09,Salida,1,Muestra comercial
1714,175,2025-08-13,Salida,3,Traslado a otra sucursal
1715,526,2025-07-25,Entrada,77,Devolución de cliente
1716,157,2025-04-22,Entrada,196,Reposición de stock
1717,598,2024-07-09,Entrada,39,Devolución de cliente
1718,140,2024-11-24,Salida,4,Traslado a otra sucursal
1719,495,2025-07-28,Entrada,18,Traslado entre sucursales
1720,117,2024-04-28,Entrada,167,Traslado entre sucursales
1721,586,2025-09-04,Salida,2,Venta
1722,539,2025-04-02,Salida,9,Muestra comercial
1723,235,2025-06-21,Entrada,193,Reposición de stock
1724,411,2025-06-25,Entrada,143,Reposición de stock
1725,491,2024-09-19,Entrada,24,Devolución de cliente
1726,591,2025-12-20,Entrada,143,Traslado entre sucursales
1727,115,2025-12-21,Entrada,124,Traslado entre sucursales
1728,393,2024-04-29,Salida,3,Producto dañado
1729,788,2025-02-06,Entrada,62,Traslado entre sucursales
1730,133,2025-03-16,Ajuste,9,Producto vencido/obsoleto
1731,576,2025-02-19,Salida,6,Muestra comercial
1732,666,2024-06-01,Salida,9,Traslado a otra sucursal
1733,618,2025-10-28,Salida,5,Venta
1734,572,2025-03-11,Entrada,66,Reposición de stock
1735,342,2024-11-02,Entrada,157,Traslado entre sucursales
1736,331,2024-10-27,Ajuste,20,Conteo físico
1737,59,2024-11-13,Entrada,144,Reposición de stock
1738,134,2025-06-24,Entrada,41,Reposición de stock
1739,72,2025-11-26,Salida,5,Venta
1740,547,2024-08-28,Entrada,133,Compra proveedor
1741,549,2024-09-10,Salida,10,Venta
1742,239,2025-03-18,Entrada,189,Reposición de stock
1743,786,2025-01-13,Salida,5,Muestra comercial
1744,164,2025-09-09,Entrada,148,Devolución de cliente
1745,193,2025-03-30,Salida,2,Producto dañado
1746,323,2025-11-16,Entrada,171,Devolución de cliente
1747,84,2024-02-02,Entrada,61,Traslado entre sucursales
1748,698,2024-12-27,Entrada,173,Compra proveedor
1749,38,2024-01-15,Entrada,37,Traslado entre sucursales
1750,483,2025-04-04,Entrada,51,Compra proveedor
1751,711,2025-07-11,Salida,9,Venta
1752,46,2025-11-04,Salida,10,Muestra comercial
1753,131,2024-10-09,Salida,4,Muestra comercial
1754,768,2025-01-01,Salida,4,Producto dañado
1755,191,2025-06-23,Entrada,23,Compra proveedor
1756,774,2024-03-16,Salida,9,Traslado a otra sucursal
1757,142,2025-12-30,Entrada,147,Devolución de cliente
1758,783,2024-11-02,Ajuste,8,Producto vencido/obsoleto
1759,13,2025-03-03,Salida,6,Venta
1760,481,2025-08-22,Ajuste,14,Conteo físico
1761,490,2025-04-01,Salida,4,Producto dañado
1762,251,2025-05-09,Salida,8,Producto dañado
1763,119,2024-11-01,Entrada,74,Compra proveedor
1764,228,2025-08-24,Salida,1,Producto dañado
1765,305,2025-07-01,Entrada,155,Traslado entre sucursales
1766,68,2025-09-19,Entrada,58,Reposición de stock
1767,581,2025-03-10,Salida,10,Muestra comercial
1768,768,2025-04-09,Entrada,187,Traslado entre sucursales
1769,183,2025-07-22,Salida,10,Muestra comercial
1770,359,2024-05-13,Salida,8,Muestra comercial
1771,388,2024-10-13,Entrada,170,Devolución de cliente
1772,200,2024-05-05,Salida,9,Producto dañado
1773,653,2025-12-29,Salida,7,Venta
1774,677,2025-01-07,Salida,2,Traslado a otra sucursal
1775,674,2024-08-13,Salida,6,Venta
1776,530,2024-05-12,Salida,5,Muestra comercial
1777,10,2025-04-09,Salida,5,Venta
1778,771,2024-03-06,Entrada,96,Devolución de cliente
1779,238,2024-08-20,Salida,8,Traslado a otra sucursal
1780,301,2025-05-16,Entrada,67,Traslado entre sucursales
1781,259,2024-05-18,Entrada,53,Traslado entre sucursales
1782,201,2024-04-21,Salida,1,Producto dañado
1783,98,2025-01-11,Salida,9,Traslado a otra sucursal
1784,275,2025-03-26,Salida,8,Venta
1785,798,2025-08-13,Salida,9,Traslado a otra sucursal
1786,244,2024-12-07,Entrada,166,Devolución de cliente
1787,369,2024-11-22,Entrada,70,Compra proveedor
1788,26,2024-11-02,Entrada,192,Compra proveedor
1789,245,2025-05-29,Salida,3,Producto dañado
1790,711,2025-11-12,Entrada,200,Compra proveedor
1791,174,2024-07-24,Entrada,34,Devolución de cliente
1792,154,2024-07-28,Salida,6,Producto dañado
1793,721,2025-02-07,Salida,2,Venta
1794,482,2024-03-30,Entrada,197,Traslado entre sucursales
1795,470,2024-06-27,Salida,8,Muestra comercial
1796,497,2025-12-29,Entrada,171,Devolución de cliente
1797,604,2024-11-18,Entrada,74,Compra proveedor
1798,94,2024-07-23,Entrada,198,Compra proveedor
1799,34,2025-08-21,Salida,4,Traslado a otra sucursal
1800,329,2024-07-04,Ajuste,1,Diferencia en auditoría
1801,54,2024-07-23,Ajuste,5,Conteo físico
1802,248,2025-11-24,Salida,5,Traslado a otra sucursal
1803,337,2025-06-09,Salida,1,Producto dañado
1804,127,2025-01-22,Entrada,171,Compra proveedor
1805,239,2025-07-01,Ajuste,5,Producto vencido/obsoleto
1806,744,2024-12-10,Salida,6,Muestra comercial
1807,76,2025-07-14,Ajuste,15,Producto vencido/obsoleto
1808,756,2024-11-08,Entrada,103,Devolución de cliente
1809,787,2025-05-26,Salida,2,Muestra comercial
1810,306,2025-06-07,Entrada,133,Compra proveedor
1811,338,2025-03-12,Ajuste,18,Producto vencido/obsoleto
1812,453,2024-11-15,Ajuste,19,Conteo físico
1813,50,2024-06-01,Salida,9,Producto dañado
1814,220,2024-05-09,Salida,3,Venta
1815,157,2024-08-16,Entrada,151,Traslado entre sucursales
1816,497,2024-02-08,Entrada,40,Traslado entre sucursales
1817,60,2024-09-27,Salida,8,Venta
1818,782,2025-03-13,Salida,6,Muestra comercial
1819,66,2024-01-18,Salida,1,Traslado a otra sucursal
1820,711,2025-10-11,Entrada,72,Reposición de stock
1821,54,2025-03-09,Salida,10,Muestra comercial
1822,357,2024-03-05,Salida,6,Producto dañado
1823,555,2025-02-13,Ajuste,6,Corrección de inventario
1824,757,2025-12-08,Salida,7,Traslado a otra sucursal
1825,126,2025-12-18,Entrada,89,Reposición de stock
1826,67,2025-03-18,Entrada,145,Reposición de stock
1827,156,2024-02-25,Entrada,52,Reposición de stock
1828,474,2025-06-02,Ajuste,1,Corrección de inventario
1829,716,2024-02-10,Salida,3,Muestra comercial
1830,432,2024-09-12,Salida,2,Producto dañado
1831,153,2024-02-25,Salida,3,Traslado a otra sucursal
1832,433,2025-04-19,Entrada,136,Compra proveedor
1833,377,2025-11-06,Salida,10,Traslado a otra sucursal
1834,510,2025-08-06,Entrada,128,Traslado entre sucursales
1835,56,2025-02-16,Salida,8,Traslado a otra sucursal
1836,351,2025-05-16,Salida,6,Traslado a otra sucursal
1837,767,2024-04-30,Salida,3,Venta
1838,217,2024-04-10,Salida,2,Venta
1839,367,2024-08-12,Entrada,192,Traslado entre sucursales
1840,712,2025-01-19,Entrada,48,Reposición de stock
1841,234,2024-06-30,Entrada,76,Devolución de cliente
1842,525,2025-07-18,Entrada,158,Traslado entre sucursales
1843,323,2025-02-28,Salida,9,Traslado a otra sucursal
1844,157,2024-11-30,Salida,2,Traslado a otra sucursal
1845,768,2025-02-06,Salida,10,Venta
1846,437,2024-08-20,Entrada,48,Traslado entre sucursales
1847,502,2025-01-24,Salida,4,Producto dañado
1848,150,2025-12-30,Entrada,104,Compra proveedor
1849,523,2024-09-15,Salida,9,Muestra comercial
1850,655,2024-04-27,Ajuste,2,Diferencia en auditoría
1851,560,2024-07-21,Salida,5,Muestra comercial
1852,681,2024-10-03,Salida,1,Traslado a otra sucursal
1853,338,2025-05-31,Entrada,175,Compra proveedor
1854,648,2024-08-06,Ajuste,4,Conteo físico
1855,349,2024-02-26,Entrada,151,Devolución de cliente
1856,543,2024-06-02,Salida,8,Producto dañado
1857,447,2024-09-29,Entrada,147,Reposición de stock
1858,665,2024-09-11,Ajuste,20,Conteo físico
1859,192,2025-07-01,Entrada,147,Traslado entre sucursales
1860,733,2025-11-20,Entrada,59,Devolución de cliente
1861,411,2025-09-08,Salida,8,Producto dañado
1862,54,2024-12-22,Salida,7,Venta
1863,407,2025-08-17,Entrada,80,Devolución de cliente
1864,37,2025-10-27,Entrada,76,Reposición de stock
1865,22,2025-10-12,Salida,3,Producto dañado
1866,128,2025-07-26,Salida,8,Producto dañado
1867,367,2025-04-28,Salida,10,Producto dañado
1868,608,2024-05-08,Salida,4,Muestra comercial
1869,671,2024-03-19,Salida,10,Muestra comercial
1870,252,2024-04-18,Entrada,79,Reposición de stock
1871,496,2025-08-24,Salida,1,Venta
1872,80,2024-07-23,Entrada,167,Compra proveedor
1873,372,2024-06-15,Entrada,179,Devolución de cliente
1874,253,2025-10-02,Salida,2,Venta
1875,796,2025-06-16,Salida,1,Producto dañado
1876,476,2025-06-21,Entrada,91,Compra proveedor
1877,68,2024-08-26,Salida,9,Venta
1878,793,2025-05-29,Entrada,120,Traslado entre sucursales
1879,737,2025-06-02,Salida,3,Producto dañado
1880,35,2025-10-05,Entrada,190,Devolución de cliente
1881,254,2024-03-16,Entrada,38,Compra proveedor
1882,144,2025-06-21,Salida,2,Venta
1883,147,2025-10-22,Entrada,14,Compra proveedor
1884,597,2025-11-08,Ajuste,1,Diferencia en auditoría
1885,154,2024-03-21,Entrada,114,Compra proveedor
1886,330,2024-07-15,Entrada,165,Compra proveedor
1887,42,2025-10-09,Entrada,191,Compra proveedor
1888,133,2024-07-20,Salida,9,Producto dañado
1889,462,2024-05-26,Salida,9,Venta
1890,685,2025-11-30,Entrada,108,Reposición de stock
1891,65,2024-10-31,Salida,9,Producto dañado
1892,755,2025-12-23,Entrada,108,Reposición de stock
1893,390,2024-06-20,Entrada,127,Reposición de stock
1894,486,2024-05-23,Ajuste,1,Conteo físico
1895,144,2024-06-25,Salida,5,Producto dañado
1896,109,2025-11-20,Entrada,62,Devolución de cliente
1897,192,2025-02-25,Salida,4,Producto dañado
1898,743,2024-09-02,Entrada,37,Reposición de stock
1899,10,2024-04-16,Salida,10,Muestra comercial
1900,568,2024-07-11,Salida,1,Muestra comercial
1901,512,2025-08-10,Ajuste,15,Producto vencido/obsoleto
1902,762,2024-03-03,Entrada,23,Devolución de cliente
1903,204,2025-05-23,Entrada,108,Reposición de stock
1904,163,2024-07-09,Entrada,87,Compra proveedor
1905,378,2025-10-13,Salida,9,Venta
1906,483,2025-09-24,Entrada,119,Compra proveedor
1907,461,2025-11-10,Entrada,67,Reposición de stock
1908,660,2024-02-29,Entrada,65,Reposición de stock
1909,344,2025-10-30,Ajuste,2,Corrección de inventario
1910,40,2025-02-25,Entrada,107,Reposición de stock
1911,349,2025-04-23,Salida,4,Muestra comercial
1912,491,2025-03-02,Salida,5,Traslado a otra sucursal
1913,232,2025-11-15,Entrada,194,Traslado entre sucursales
1914,372,2025-06-21,Ajuste,16,Producto vencido/obsoleto
1915,793,2024-05-12,Entrada,70,Compra proveedor
1916,477,2025-04-04,Salida,8,Muestra comercial
1917,208,2024-11-09,Entrada,157,Reposición de stock
1918,540,2025-01-08,Salida,1,Venta
1919,440,2025-10-26,Ajuste,2,Diferencia en auditoría
1920,481,2025-03-13,Entrada,147,Devolución de cliente
1921,612,2024-08-18,Ajuste,17,Diferencia en auditoría
1922,117,2025-11-11,Entrada,187,Compra proveedor
1923,273,2024-06-14,Salida,8,Traslado a otra sucursal
1924,219,2025-01-17,Entrada,59,Compra proveedor
1925,278,2025-05-20,Entrada,153,Traslado entre sucursales
1926,621,2025-07-19,Entrada,96,Reposición de stock
1927,315,2024-08-31,Salida,1,Producto dañado
1928,276,2025-08-11,Salida,1,Traslado a otra sucursal
1929,404,2024-01-26,Ajuste,15,Conteo físico
1930,467,2025-01-08,Salida,7,Traslado a otra sucursal
1931,630,2025-04-10,Entrada,23,Devolución de cliente
1932,497,2024-04-15,Entrada,86,Devolución de cliente
1933,521,2024-05-24,Entrada,52,Traslado entre sucursales
1934,462,2025-09-05,Entrada,117,Devolución de cliente
1935,36,2025-07-06,Entrada,50,Devolución de cliente
1936,119,2025-05-20,Salida,3,Venta
1937,797,2024-07-16,Entrada,92,Compra proveedor
1938,687,2024-09-04,Entrada,54,Reposición de stock
1939,748,2024-07-13,Salida,2,Venta
1940,704,2024-07-07,Entrada,112,Devolución de cliente
1941,308,2025-12-18,Entrada,172,Devolución de cliente
1942,88,2025-11-17,Salida,7,Muestra comercial
1943,737,2025-07-22,Entrada,187,Devolución de cliente
1944,456,2025-09-07,Salida,8,Venta
1945,600,2025-09-23,Salida,4,Producto dañado
1946,495,2025-12-21,Entrada,170,Compra proveedor
1947,652,2024-05-29,Entrada,24,Devolución de cliente
1948,773,2025-07-21,Entrada,187,Traslado entre sucursales
1949,343,2025-10-23,Entrada,53,Reposición de stock
1950,424,2025-08-16,Salida,4,Venta
1951,453,2024-12-21,Salida,3,Producto dañado
1952,57,2024-01-27,Entrada,95,Reposición de stock
1953,433,2025-11-13,Salida,8,Muestra comercial
1954,337,2024-07-18,Salida,10,Muestra comercial
1955,49,2025-08-08,Entrada,120,Compra proveedor
1956,538,2025-02-08,Entrada,29,Compra proveedor
1957,612,2024-08-10,Ajuste,20,Corrección de inventario
1958,239,2025-11-15,Entrada,93,Devolución de cliente
1959,239,2024-06-12,Entrada,70,Reposición de stock
1960,792,2024-02-10,Entrada,92,Traslado entre sucursales
1961,673,2024-01-08,Salida,3,Producto dañado
1962,488,2024-11-07,Entrada,58,Reposición de stock
1963,79,2025-04-28,Ajuste,13,Corrección de inventario
1964,144,2024-02-22,Entrada,44,Devolución de cliente
1965,327,2024-02-21,Salida,7,Traslado a otra sucursal
1966,648,2025-06-05,Entrada,178,Compra proveedor
1967,609,2025-12-28,Salida,1,Muestra comercial
1968,146,2024-04-28,Entrada,175,Reposición de stock
1969,651,2024-08-05,Entrada,91,Devolución de cliente
1970,35,2025-04-21,Salida,5,Venta
1971,353,2024-08-27,Salida,10,Venta
1972,636,2025-12-16,Salida,9,Venta
1973,170,2025-05-02,Salida,3,Venta
1974,329,2024-11-04,Entrada,120,Compra proveedor
1975,708,2024-02-01,Entrada,74,Devolución de cliente
1976,600,2024-02-29,Entrada,94,Reposición de stock
1977,717,2024-06-20,Ajuste,3,Conteo físico
1978,34,2025-03-04,Entrada,146,Devolución de cliente
1979,208,2024-01-17,Salida,10,Muestra comercial
1980,484,2025-11-30,Salida,3,Producto dañado
1981,419,2024-10-06,Entrada,199,Compra proveedor
1982,611,2025-09-21,Entrada,142,Traslado entre sucursales
1983,193,2024-04-26,Salida,10,Muestra comercial
1984,695,2025-06-19,Salida,6,Muestra comercial
1985,541,2025-05-27,Entrada,60,Reposición de stock
1986,48,2024-05-09,Entrada,123,Traslado entre sucursales
1987,362,2025-06-12,Entrada,11,Compra proveedor
1988,468,2024-08-21,Entrada,199,Devolución de cliente
1989,541,2024-10-19,Ajuste,16,Conteo físico
1990,664,2024-03-23,Entrada,97,Reposición de stock
1991,14,2025-03-14,Salida,7,Producto dañado
1992,299,2025-11-12,Entrada,136,Devolución de cliente
1993,284,2024-11-29,Entrada,127,Devolución de cliente
1994,541,2024-11-23,Entrada,37,Compra proveedor
1995,196,2025-02-26,Salida,4,Venta
1996,722,2024-10-29,Salida,8,Traslado a otra sucursal
1997,266,2024-08-30,Entrada,25,Compra proveedor
1998,457,2024-11-24,Entrada,163,Devolución de cliente
1999,496,2025-05-10,Entrada,132,Compra proveedor
2000,82,2024-09-05,Salida,4,Producto dañado
2001,126,2024-11-04,Entrada,189,Devolución de cliente
2002,461,2025-06-11,Entrada,89,Reposición de stock
2003,502,2025-02-21,Salida,8,Traslado a otra sucursal
2004,591,2024-11-11,Entrada,49,Devolución de cliente
2005,229,2024-06-12,Salida,1,Traslado a otra sucursal
2006,72,2025-08-20,Salida,9,Producto dañado
2007,429,2024-03-13,Salida,3,Traslado a otra sucursal
2008,382,2025-01-25,Entrada,158,Traslado entre sucursales
2009,246,2024-12-11,Salida,10,Producto dañado
2010,635,2025-12-14,Salida,8,Traslado a otra sucursal
2011,450,2024-06-08,Ajuste,2,Producto vencido/obsoleto
2012,123,2024-07-06,Entrada,81,Compra proveedor
2013,736,2024-08-22,Entrada,35,Devolución de cliente
2014,605,2025-08-13,Ajuste,16,Corrección de inventario
2015,367,2025-01-05,Ajuste,15,Conteo físico
2016,293,2024-05-29,Salida,5,Traslado a otra sucursal
2017,522,2025-03-14,Ajuste,13,Producto vencido/obsoleto
2018,129,2024-02-12,Salida,6,Venta
2019,786,2024-02-04,Entrada,131,Compra proveedor
2020,6,2024-06-08,Salida,2,Producto dañado
2021,632,2025-12-20,Salida,10,Producto dañado
2022,293,2024-09-23,Entrada,180,Traslado entre sucursales
2023,210,2025-09-22,Salida,8,Muestra comercial
2024,749,2025-12-14,Salida,1,Muestra comercial
2025,402,2025-09-06,Ajuste,10,Producto vencido/obsoleto
2026,619,2024-06-03,Ajuste,20,Corrección de inventario
2027,34,2025-08-10,Salida,4,Traslado a otra sucursal
2028,378,2024-02-04,Entrada,62,Devolución de cliente
2029,297,2024-10-12,Salida,10,Venta
2030,249,2024-02-06,Entrada,119,Compra proveedor
2031,532,2024-12-07,Salida,3,Producto dañado
2032,448,2025-04-21,Salida,3,Traslado a otra sucursal
2033,445,2025-09-17,Entrada,48,Devolución de cliente
2034,610,2024-01-12,Entrada,156,Devolución de cliente
2035,422,2025-01-11,Entrada,74,Devolución de cliente
2036,667,2025-11-21,Entrada,127,Traslado entre sucursales
2037,315,2024-12-22,Salida,3,Traslado a otra sucursal
2038,484,2025-01-13,Entrada,91,Devolución de cliente
2039,597,2025-06-03,Ajuste,14,Conteo físico
2040,138,2025-01-16,Entrada,147,Reposición de stock
2041,112,2024-03-03,Salida,1,Traslado a otra sucursal
2042,132,2024-12-25,Salida,3,Producto dañado
2043,737,2024-02-16,Entrada,47,Traslado entre sucursales
2044,683,2024-08-21,Entrada,187,Compra proveedor
2045,664,2025-11-22,Entrada,92,Reposición de stock
2046,49,2024-08-24,Ajuste,20,Corrección de inventario
2047,366,2024-12-15,Salida,3,Muestra comercial
2048,552,2024-03-28,Entrada,180,Reposición de stock
2049,438,2024-07-31,Entrada,161,Traslado entre sucursales
2050,506,2025-07-06,Salida,9,Traslado a otra sucursal
2051,563,2025-12-27,Salida,5,Muestra comercial
2052,192,2024-10-16,Ajuste,6,Producto vencido/obsoleto
2053,160,2024-05-29,Entrada,33,Compra proveedor
2054,261,2025-04-20,Ajuste,12,Conteo físico
2055,48,2024-05-11,Salida,6,Producto dañado
2056,182,2025-02-17,Entrada,148,Traslado entre sucursales
2057,242,2025-10-18,Entrada,130,Reposición de stock
2058,150,2024-03-10,Salida,7,Muestra comercial
2059,718,2025-01-26,Entrada,38,Traslado entre sucursales
2060,64,2024-01-11,Entrada,136,Reposición de stock
2061,415,2025-07-23,Salida,10,Producto dañado
2062,30,2025-02-06,Salida,5,Muestra comercial
2063,528,2024-04-21,Salida,3,Traslado a otra sucursal
2064,47,2024-02-13,Salida,5,Producto dañado
2065,206,2024-03-05,Salida,4,Muestra comercial
2066,570,2025-09-11,Salida,1,Producto dañado
2067,170,2025-03-19,Salida,4,Muestra comercial
2068,260,2024-03-14,Entrada,28,Traslado entre sucursales
2069,239,2025-12-23,Entrada,109,Devolución de cliente
2070,761,2024-12-02,Entrada,15,Traslado entre sucursales
2071,285,2025-08-04,Salida,5,Producto dañado
2072,124,2025-12-14,Entrada,117,Compra proveedor
2073,415,2024-09-25,Entrada,116,Traslado entre sucursales
2074,567,2025-03-15,Entrada,86,Compra proveedor
2075,38,2025-06-17,Entrada,148,Compra proveedor
2076,640,2024-09-08,Entrada,115,Compra proveedor
2077,419,2025-01-07,Entrada,188,Reposición de stock
2078,28,2025-09-17,Salida,5,Muestra comercial
2079,217,2024-08-10,Entrada,89,Reposición de stock
2080,429,2025-08-18,Salida,4,Producto dañado
